model_id,specialist_group,_groups,pipeline_tag,params_b,active_params_b,vram_q4_gb,vram_fp16_gb,fits_16gb_vram,fits_32gb_ram,downloads,likes,is_moe,is_gguf,library,tags
Mungert/Qwen3-Embedding-4B-GGUF,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,489,4,False,True,sentence-transformers,"sentence-transformers,gguf,transformers,sentence-similarity,feature-extraction"
apxi/qwen3-5-0-8b-security-triage-v4-7-merged,security,security,text-generation,1.75,,2.48,5.0,True,True,488,0,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,security"
bflhc/MoD-Embedding,embedding,embedding,sentence-similarity,6.5,,5.14,14.5,True,True,481,2,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,sentence-similarity,feature-extraction"
sumitguha13/gemma-2-2b-agent-security,security,security,text-generation,1.75,,2.48,5.0,True,True,473,0,False,False,,"safetensors,gemma2,ai-safety,prompt-injection,agent-security"
Mira190/Euler-Legal-Embedding-V1,embedding,embedding,text-classification,6.5,,5.14,14.5,True,True,471,16,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,text-generation,mteb"
QuantFactory/SecurityLLM-GGUF,security,security,,9.0,,6.54,19.5,True,True,464,11,False,True,transformers,"transformers,gguf,security,cybersecwithai,threat"
itsbohara/qwen3_embedding_4b_q8_0,embedding,embedding,,6.5,,5.14,14.5,True,True,442,6,False,True,transformers,"transformers,gguf,qwen3,text-generation-inference,unsloth"
RichardErkhov/NicholasCorrado_-_tinyllama-1.1b-chat-v1.0-ui-logic-dpo-2-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,430,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
llmware/protectai-prompt-injection-onnx,security,security,,7,,5.42,15.5,True,True,417,0,False,False,,"onnx,deberta-v2,green,p1,llmware-encoder"
Haon-Chen/speed-embedding-7b-instruct,embedding,embedding,feature-extraction,6.5,,5.14,14.5,True,True,414,5,False,False,transformers,"transformers,safetensors,mistral,feature-extraction,mteb"
mradermacher/Qwen3-Embedding-4B-i1-GGUF,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,413,0,False,True,transformers,"transformers,gguf,sentence-transformers,sentence-similarity,feature-extraction"
OpenSearch-AI/Ops-MM-embedding-v1-7B,embedding,embedding,feature-extraction,7.0,,5.42,15.5,True,True,406,14,False,False,,"safetensors,qwen2_vl,mmeb,multimodal-embedding,feature-extraction"
prithivMLmods/Security-Llama3.2-3B-GGUF,security,security,text-generation,3.0,,3.18,7.5,True,True,405,4,False,True,transformers,"transformers,gguf,llama,text-generation-inference,text-generation"
michaelfeil/Qwen3-Embedding-8B-auto,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,390,2,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,feature-extraction,transformers"
Kingsoft-LLM/QZhou-Embedding,embedding,embedding,sentence-similarity,6.5,,5.14,14.5,True,True,390,30,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen2,sentence-similarity,mteb"
fableforge-ai/NEXUS-Security,security,security,text-generation,1.75,,2.48,5.0,True,True,386,2,False,False,transformers,"transformers,safetensors,qwen2,text-generation,1.5b"
MaticFuc/anomalyvfm_radio,log-anomaly,log-anomaly,image-segmentation,7,,5.42,15.5,True,True,366,0,False,False,,"safetensors,anomalyvfm,model_hub_mixin,pytorch_model_hub_mixin,image-segmentation"
jedisct1/Qwen3-Embedding-8B-mlx,embedding,embedding,text-generation,8.0,,5.98,17.5,True,True,365,2,False,False,mlx,"mlx,safetensors,qwen3,text-generation,transformers"
chroma-core/Qwen3-Embedding-4B-FP8-Dynamic,embedding,embedding,,4.0,,3.74,9.5,True,True,360,0,False,False,,"safetensors,qwen3,license:apache-2.0,compressed-tensors,region:us"
RedHatAI/Qwen3-Embedding-8B,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,356,2,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,text-generation,transformers"
mradermacher/VibeWorlder-Embedding-4B-GGUF,embedding,embedding,,4.0,,3.74,9.5,True,True,352,0,False,True,transformers,"transformers,gguf,en,base_model:usail-hkust/VibeWorlder-Embedding-4B,base_model:quantized:usail-hkust/VibeWorlder-Embedding-4B"
dam2452/Qwen3-VL-Embedding-8B-GGUF,embedding,embedding,,8.0,,5.98,17.5,True,True,349,4,False,True,llama.cpp,"llama.cpp,gguf,multimodal,embedding,quantized"
DCC-BS/Qwen3-Embedding-4B-FP8-Dynamic,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,345,1,False,False,transformers,"transformers,safetensors,qwen3,feature-extraction,fp8"
nickmuchi/sec-bert-finetuned-finance-classification,security,security,text-classification,7,,5.42,15.5,True,True,336,13,False,False,transformers,"transformers,pytorch,tensorboard,onnx,bert"
akahana/qwen3-8b-text-embedding,embedding,embedding,,6.5,,5.14,14.5,True,True,329,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
michaelfeil/Qwen3-Embedding-4B-auto,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,320,0,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,feature-extraction,transformers"
mradermacher/Octen-Embedding-4B-GGUF,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,317,2,False,True,transformers,"transformers,gguf,sentence-transformers,sentence-similarity,feature-extraction"
zenlm/zen-embedding-8B-GGUF,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,314,0,False,True,gguf,"gguf,qwen3,zen,zen-embedding,zenlm"
enacimie/Qwen3-Embedding-4B-Q4_K_M-GGUF,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,308,4,False,True,sentence-transformers,"sentence-transformers,gguf,transformers,sentence-similarity,feature-extraction"
mhndayesh/gemma-4-12B-security-expert-GGUF,security,security,text-generation,12.0,,8.22,25.5,True,True,301,0,False,True,llama.cpp,"llama.cpp,gguf,gemma,factbank,security"
MaziyarPanahi/phi-2-logical-sft-GGUF,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,301,2,False,True,transformers,"transformers,gguf,mistral,quantized,2-bit"
testsavantai/prompt-injection-defender-small-v0,security,security,text-classification,7,,5.42,15.5,True,True,296,0,False,False,transformers,"transformers,safetensors,bert,text-classification,ai-safety"
afrideva/phi-2_LogiCoT_finetuned-GGUF,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,295,0,False,True,,"gguf,ggml,quantized,q2_k,q3_k_m"
mradermacher/AnomalyThink-Qwen2.5-VL-7B-GGUF,log-anomaly,log-anomaly,,7.0,,5.42,15.5,True,True,278,1,False,True,transformers,"transformers,gguf,anomaly-detection,industrial-anomaly-detection,vision-language-model"
mradermacher/phi-2-logical-sft-i1-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,264,0,False,True,transformers,"transformers,gguf,axolotl,generated_from_trainer,phi"
RichardErkhov/Shagoto_-_security-aware-summarizer-main-gguf,security,security,,9.0,,6.54,19.5,True,True,262,0,False,True,,"gguf,arxiv:1910.09700,endpoints_compatible,region:us,conversational"
mradermacher/loggenix-moe-0.12B-A0.08B-e5-lr5e4-b4-3060-i1-GGUF,log-anomaly,log-anomaly,text-generation,0.12,0.08,1.57,1.74,True,True,246,0,True,True,transformers,"transformers,gguf,qwen3,qwen3moe,mixture-of-experts"
mradermacher/Heretic-Goppa-LogiLlama-i1-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,242,1,False,True,transformers,"transformers,gguf,heretic,en,base_model:hereticness/Heretic-Goppa-LogiLlama"
mradermacher/Ally-Logic-3.7-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,240,0,False,True,transformers,"transformers,gguf,en,base_model:artemKUTIK/Ally-Logic-3.7,base_model:quantized:artemKUTIK/Ally-Logic-3.7"
mradermacher/Qwen-security-auditor-14b-GGUF,security,security,,9.0,,6.54,19.5,True,True,238,2,False,True,transformers,"transformers,gguf,code-audit,security,cwe"
mradermacher/logos16v2-stablelm2-1.6b-i1-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,238,0,False,True,transformers,"transformers,gguf,epistemological-safety,ai-safety,truth-verification"
deer-sec/CyberStag-Security-26B-A4B-V1-OptiQ8-MLX,security,security,text-generation,26.0,4.0,16.06,53.5,False,True,235,0,True,True,mlx,"mlx,safetensors,gemma4,cybersecurity,security"
testsavantai/prompt-injection-defender-base-v1-onnx,security,security,text-classification,7,,5.42,15.5,True,True,227,0,False,False,transformers,"transformers,onnx,deberta-v2,text-classification,ai-safety"
mradermacher/EvoNet-8B-Security-Reasoning-i1-GGUF,security,security,,8.0,,5.98,17.5,True,True,224,1,False,True,transformers,"transformers,gguf,en,endpoints_compatible,region:us"
anomalythree/Flux_Lustly.ai_Uncensored_nsfw_v1,log-anomaly,log-anomaly,text-to-image,7,,5.42,15.5,True,True,209,2,False,False,diffusers,"diffusers,nsfw,uncensored,not-for-all-audiences,nudity"
DevQuasar-8/goppa-ai.Goppa-LogiLlama-GGUF,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,206,0,False,True,,"gguf,text-generation,base_model:goppa-ai/Goppa-LogiLlama,base_model:quantized:goppa-ai/Goppa-LogiLlama,endpoints_compatible"
MaticFuc/anomalyvfm_dinov2,log-anomaly,log-anomaly,image-segmentation,7,,5.42,15.5,True,True,193,0,False,False,,"safetensors,anomalyvfm,model_hub_mixin,pytorch_model_hub_mixin,image-segmentation"
mradermacher/logem-i1-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,193,0,False,True,transformers,"transformers,gguf,cybersecurity,siem,log-analysis"
mradermacher/Prompt-Injection-classifier-simple-Qwen-3-0.6b-GGUF,security,security,,7,,5.42,15.5,True,True,188,0,False,True,transformers,"transformers,gguf,security,promptinjection,blueteam"
testsavantai/prompt-injection-defender-base-v0,security,security,text-classification,7,,5.42,15.5,True,True,186,0,False,False,transformers,"transformers,safetensors,distilbert,text-classification,ai-safety"
testsavantai/prompt-injection-defender-small-v0-onnx,security,security,text-classification,7,,5.42,15.5,True,True,182,0,False,False,transformers,"transformers,onnx,bert,text-classification,ai-safety"
AI4SWEng/kio12-security-agent-ministral3-8b-reasoning-2512-v2,security,security,,9.0,,6.54,19.5,True,True,178,0,False,True,,"safetensors,gguf,mistral3,endpoints_compatible,region:us"
mradermacher/loggenix-moe-0.12B-A0.08B-e5-lr5e4-b16-3060-v2-finetuned-i1-GGUF,log-anomaly,log-anomaly,text-generation,0.12,0.08,1.57,1.74,True,True,166,0,True,True,transformers,"transformers,gguf,qwen3,qwen3moe,mixture-of-experts"
AI4SWEng/kio12-security-agent-qwen35-9b-v2,security,security,,9.0,,6.54,19.5,True,True,161,0,False,True,,"safetensors,gguf,qwen3_5,endpoints_compatible,region:us"
Dronvil/Mistral_Nemo_Information_Security_RU,security,security,,9.0,,6.54,19.5,True,True,159,0,False,True,transformers,"transformers,gguf,mistral,text-generation-inference,unsloth"
Rorical/logos-1b-base,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,159,2,False,False,transformers,"transformers,safetensors,logos,text-generation,causal-lm"
gbv/mdeberta-ru-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,158,0,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,prompt-injection"
mradermacher/loggenix-moe-0.3B-A0.1B-e3-lr7e5-b16-4090-i1-GGUF,log-anomaly,log-anomaly,,0.3,0.1,1.67,2.1,True,True,158,2,True,True,transformers,"transformers,gguf,en,base_model:kshitijthakkar/loggenix-moe-0.3B-A0.1B-e3-lr7e5-b16-4090,base_model:quantized:kshitijthakkar/loggenix-moe-0.3B-A0.1B-e3-lr7e5-b16-4090"
RichardErkhov/loganamcnichols_-_nuextract-survey-tiny-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,157,0,False,True,,"gguf,arxiv:1910.09700,endpoints_compatible,region:us,conversational"
RichardErkhov/NicholasCorrado_-_tinyllama-1.1b-chat-v1.0-ui-logic-dpo-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,153,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
Thanosx/robot_security,security,security,,9.0,,6.54,19.5,True,True,151,0,False,True,,"pytorch,safetensors,gguf,llama,base_model:meta-llama/Llama-3.1-8B"
lldois/v15_user_logic_json_lr15e6,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,146,0,False,False,transformers,"transformers,tensorboard,safetensors,qwen3,text-generation"
RichardErkhov/ZySec-AI_-_SecurityLLM-gguf,security,security,,9.0,,6.54,19.5,True,True,144,4,False,True,,"gguf,endpoints_compatible,region:us,conversational"
mradermacher/logos16v2-stablelm2-1.6b-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,142,0,False,True,transformers,"transformers,gguf,epistemological-safety,ai-safety,truth-verification"
uwuevie/qwen3-security-merged,security,security,,1.75,,2.48,5.0,True,True,138,0,False,False,,"safetensors,qwen3,region:us"
AI4SWEng/kio12-security-agent-gemma4-12b-v2,security,security,,9.0,,6.54,19.5,True,True,138,0,False,True,,"safetensors,gguf,gemma4_unified,endpoints_compatible,region:us"
RichardErkhov/Leejy0-0_-_log_Power-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,134,0,False,True,,"gguf,arxiv:1910.09700,endpoints_compatible,region:us,conversational"
JHH11/Llama3-8B-Security,security,security,,8.0,,5.98,17.5,True,True,133,0,False,True,,"safetensors,gguf,llama,endpoints_compatible,region:us"
Dhruva0909/qwen3b-security-audit,security,security,,9.0,,6.54,19.5,True,True,132,0,False,True,,"safetensors,gguf,qwen2,endpoints_compatible,region:us"
RichardErkhov/Leejy0-0_-_log_Fan_2-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,132,0,False,True,,"gguf,arxiv:1910.09700,endpoints_compatible,region:us,conversational"
mradermacher/loggenix-moe-0.12B-A0.08B-e5-lr5e4-b4-3060-GGUF,log-anomaly,log-anomaly,text-generation,0.12,0.08,1.57,1.74,True,True,130,0,True,True,transformers,"transformers,gguf,qwen3,qwen3moe,mixture-of-experts"
RichardErkhov/lightbird-ai_-_gemma-2b-merged-digital-security-and-privacy-gguf,security,security,,1.75,,2.48,5.0,True,True,129,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
RichardErkhov/Leejy0-0_-_log_Fan-gguf,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,129,0,False,True,,"gguf,arxiv:1910.09700,endpoints_compatible,region:us,conversational"
logicalqubit/deberta-v3-large-business-news-sentiment-classifier,log-anomaly,log-anomaly,text-classification,1.55,,2.37,4.6,True,True,129,1,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,en"
ahmedandaloes/ZySec-SecurityLLM-MLX-8bit,security,security,text-generation,9.0,,6.54,19.5,True,True,126,0,False,False,mlx,"mlx,safetensors,mistral,security,cybersecurity"
ahmedandaloes/security-llama3.2-3b-MLX-8bit,security,security,text-generation,1.75,,2.48,5.0,True,True,125,0,False,False,mlx,"mlx,safetensors,llama,security,cybersecurity"
AI4SWEng/kio12-security-agent-qwen25-coder-7b-v2,security,security,,9.0,,6.54,19.5,True,True,124,0,False,True,,"safetensors,gguf,qwen2,endpoints_compatible,region:us"
bouyahia-ahmed/llama-security-log-summary-v1,security,security,,9.0,,6.54,19.5,True,True,122,0,False,True,transformers,"transformers,gguf,llama,text-generation-inference,unsloth"
berrybytesllc/llama-3.1-security-finetune,security,security,,1.75,,2.48,5.0,True,True,120,0,False,True,,"gguf,llama,llama.cpp,unsloth,endpoints_compatible"
gamug/sec-bert-finer-ord-ner,security,security,token-classification,7,,5.42,15.5,True,True,118,1,False,False,,"safetensors,bert,finance,financial,ner"
AI4SWEng/kio12-security-agent-foundation-sec-8b-reasoning-v2,security,security,,9.0,,6.54,19.5,True,True,115,0,False,True,,"safetensors,gguf,llama,endpoints_compatible,region:us"
bouyahia-ahmed/llama-security-doc-summary-v1,security,security,,9.0,,6.54,19.5,True,True,114,0,False,True,transformers,"transformers,gguf,llama,text-generation-inference,unsloth"
AI4SWEng/kio12-security-agent-eurollm-9b-instruct-2512-v2,security,security,,9.0,,6.54,19.5,True,True,114,0,False,True,,"safetensors,gguf,llama,endpoints_compatible,region:us"
mradermacher/phi-2-logical-sft-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,113,0,False,True,transformers,"transformers,gguf,axolotl,generated_from_trainer,phi"
mradermacher/DisCO-1.5B-logL-GGUF,log-anomaly,log-anomaly,,1.5,,2.34,4.5,True,True,113,0,False,True,transformers,"transformers,gguf,en,base_model:ganglii/DisCO-1.5B-logL,base_model:quantized:ganglii/DisCO-1.5B-logL"
whywhywhywhy/security-qwen2.5-3b-coder-instruct,security,security,,9.0,,6.54,19.5,True,True,111,3,False,False,,"safetensors,qwen2,fine-tuning,LoRA,vulnerability-detection"
dmasamba/deberta-v3-prompt-injection-guard-v2,security,security,text-classification,7,,5.42,15.5,True,True,110,0,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,prompt-injection"
hlyn-labs/prompt-injection-judge-8b,security,security,text-generation,7,,5.42,15.5,True,True,110,2,False,True,,"safetensors,gguf,llama,security,prompt-injection"
jayavibhav/DistillBERT-Prompt-Injection-sm,security,security,,7,,5.42,15.5,True,True,106,0,False,False,,"tensorboard,safetensors,distilbert,generated_from_trainer,base_model:distilbert/distilbert-base-uncased"
mradermacher/logem-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,103,0,False,True,transformers,"transformers,gguf,cybersecurity,siem,log-analysis"
Deeps03/qwen2-1.5b-log-classifier,log-anomaly,log-anomaly,text-classification,1.55,,2.37,4.6,True,True,102,3,False,True,,"safetensors,gguf,qwen2,text-classification,text-generation"
mradermacher/Prompt-Injection-classifier-complex-Qwen3-0.6b-GGUF,security,security,,7,,5.42,15.5,True,True,101,0,False,True,transformers,"transformers,gguf,promptinjection,security,redteaming"
Jvachier/dcase2020-task2-anomaly-detection,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,100,0,False,False,keras,"keras,audio,anomaly-detection,industrial,predictive-maintenance"
abedegno/prompt-injection-classifier-qwen3-0p6b,security,security,text-generation,7,,5.42,15.5,True,True,98,2,False,False,peft,"peft,safetensors,prompt-injection,prompt-injection-detection,lora"
testsavantai/prompt-injection-defender-tiny-v0,security,security,text-classification,7,,5.42,15.5,True,True,97,1,False,False,transformers,"transformers,safetensors,bert,text-classification,ai-safety"
Fu01978/gpt2-mega-wiki-logic,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,96,1,False,False,transformers,"transformers,safetensors,gpt2,text-generation,en"
nvidia/Cosmos-AnomalyGen-PCB-2B,log-anomaly,log-anomaly,image-to-image,2.0,,2.62,5.5,True,True,94,4,False,False,cosmos,"cosmos,nvidia,cosmos-predict2,image-to-image,diffusion"
mradermacher/Qwen-math-logprob-no-norm-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,94,0,False,True,transformers,"transformers,gguf,en,base_model:schifferlearning/Qwen-math-logprob-no-norm,base_model:quantized:schifferlearning/Qwen-math-logprob-no-norm"
dattaraj/security-attacks-MITRE,security,security,,9.0,,6.54,19.5,True,True,93,16,False,True,mlx,"mlx,gguf,en,dataset:dattaraj/security-attacks-MITRE,license:apache-2.0"
mradermacher/loggenix-moe-0.3B-A0.1B-e3-lr7e5-b16-4090-v5.1-finetuned-GGUF,log-anomaly,log-anomaly,text-generation,0.3,0.1,1.67,2.1,True,True,93,2,True,True,transformers,"transformers,gguf,qwen3,qwen3moe,mixture-of-experts"
mradermacher/Qwen-security-builder-14b-GGUF,security,security,,9.0,,6.54,19.5,True,True,92,1,False,True,transformers,"transformers,gguf,code-generation,secure-coding,patch-generation"
mradermacher/Qwen-math-logprob-GGUF,log-anomaly,log-anomaly,,1.55,,2.37,4.6,True,True,92,0,False,True,transformers,"transformers,gguf,en,base_model:schifferlearning/Qwen-math-logprob,base_model:quantized:schifferlearning/Qwen-math-logprob"
tvergho/logos-retriever-v1,log-anomaly,log-anomaly,sentence-similarity,1.55,,2.37,4.6,True,True,90,0,False,False,sentence-transformers,"sentence-transformers,safetensors,xlm-roberta,feature-extraction,sentence-similarity"
mbakshi1094/llama-2-7b-logit-watermark-distill-kgw-k1-gamma0.25-delta2-hk22983996,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,90,0,False,False,transformers,"transformers,safetensors,llama,text-generation,generated_from_trainer"
kkaustav/aws-security-auditor-lora,security,security,,9.0,,6.54,19.5,True,True,89,0,False,False,,"safetensors,region:us"
alimandela/logistics-extractor-gemma3-270m,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,89,0,False,False,transformers,"transformers,safetensors,gemma3_text,text-generation,text-generation-inference"
ahmedandaloes/security-llama3.2-3b-MLX-6bit,security,security,text-generation,1.75,,2.48,5.0,True,True,86,0,False,False,mlx,"mlx,safetensors,llama,security,cybersecurity"
